id,class_of,schoool,major,degree_level,grad_term,outcome,employer,position_country,position_city,position_state,salary,cont_edu,cont_edu_field,cont_edu_degree
245,2021,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,12/31/2020,Full-Time,Amazon,,,,,,,
246,2021,Ying Wu College of Computing,Computer Science,Doctorate,8/31/2020,Full-Time,Amazon,,,,,,,
247,2021,Martin Tuchman School of Management,Business,Bachelor,12/31/2020,Full-Time,Amazon,,,,,,,
248,2021,Ying Wu College of Computing,Computer Science,Master,5/18/2021,Full-Time,Amazon,,,,,,,
249,2021,Ying Wu College of Computing,Cyber Security and Privacy,Master,12/31/2020,Full-Time,Amazon,,,,,,,
250,2021,Ying Wu College of Computing,Data Science,Master,5/18/2021,Full-Time,Amazon,,,,,,,
251,2021,Ying Wu College of Computing,Computer Science,Bachelor,5/18/2021,Full-Time,Amazon,,,,,,,
252,2021,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2020,Full-Time,Amazon,,,,,,,
253,2021,Ying Wu College of Computing,Computer Science,Master,5/18/2021,Full-Time,Amazon,,,,,,,
254,2021,Newark College of Engineering,Civil Engineering,Bachelor,8/31/2020,Full-Time,Amercom Corporation,,,,,,,
255,2021,Newark College of Engineering,Civil Engineering,Bachelor,5/18/2021,Full-Time,Amercom Corporation,,,,,,,
256,2021,Newark College of Engineering,Biomedical Engineering,Bachelor,5/18/2021,Full-Time,America Learns Program,,,,,,,
257,2021,Ying Wu College of Computing,Data Science,Master,5/18/2021,Full-Time,American Express,,,,,,,
258,2021,Newark College of Engineering,Civil Engineering,Bachelor,5/18/2021,Full-Time,American Society Of Civil Engineers,,,,,,,
259,2021,Newark College of Engineering,Mechanical Engineering,Master,12/31/2020,Full-Time,Amneal Pharmaceuticals,,,,,,,
260,2021,Martin Tuchman School of Management,Management,Master,5/18/2021,Full-Time,"AMP Communications, LLC",,,,,,,
261,2021,College of Science and Liberal Arts,Pharmaceutical Chemistry,Master,5/18/2021,Full-Time,AMRI,,,,,,,
262,2021,Ying Wu College of Computing,Computer Science,Master,12/31/2020,Full-Time,AMTRAK,,,,,,,
263,2021,Ying Wu College of Computing,Information Technology,Bachelor,5/18/2021,Full-Time,Analog Devices,,,,,,,
264,2021,Newark College of Engineering,Computer Technology,Bachelor,12/31/2020,Full-Time,Analytical Mechanics Associates,,,,,,,
265,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,12/31/2020,Full-Time,"Anfield Interiors, Inc.",,,,,,,
266,2021,Newark College of Engineering,Civil Engineering,Bachelor,5/18/2021,Full-Time,ANS Geo,,,,,,,
267,2021,Newark College of Engineering,Mechanical Engineering,Master,5/18/2021,Full-Time,Ansys,,,,,,,
268,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2020,Full-Time,"Anta Electric, Inc.",,,,,,,
269,2021,Ying Wu College of Computing,Data Science,Master,5/18/2021,Full-Time,"Anthem, Inc.",,,,,,,
270,2021,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,12/31/2020,Full-Time,APM Terminals,,,,,,,
271,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,5/18/2021,Full-Time,Apple,,,,,,,
272,2021,Newark College of Engineering,Computer Engineering,Bachelor,5/18/2021,Full-Time,Apple,,,,,,,
273,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,5/18/2021,Full-Time,Aptar,,,,,,,
274,2021,Hillier College of Architecture and Design,Architecture,Bachelor,12/31/2020,Full-Time,Ar Contract,,,,,,,
275,2021,Newark College of Engineering,Engineering Management,Master,5/18/2021,Full-Time,Ara Spa,,,,,,,
276,2021,Hillier College of Architecture and Design,Architecture,Bachelor,5/18/2021,Full-Time,Arcari Iovino Architects,,,,,,,
277,2021,Newark College of Engineering,Chemical Engineering,Bachelor,5/18/2021,Full-Time,Arizona Beverage Co.,,,,,,,
278,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2020,Full-Time,Arizona Beverage Co.,,,,,,,
279,2021,Newark College of Engineering,Industrial Engineering,Bachelor,5/18/2021,Full-Time,Arizona Beverage Co.,,,,,,,
280,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,5/18/2021,Full-Time,Arizona Beverage Co.,,,,,,,
281,2021,Ying Wu College of Computing,Computer Science,Bachelor,5/18/2021,Full-Time,Ark Systems Electric Corp,,,,,,,
282,2021,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2020,Full-Time,Army National Guard,,,,,,,
283,2021,Ying Wu College of Computing,Information Technology,Bachelor,8/31/2020,Full-Time,Arrow Electronics,,,,,,,
284,2021,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,8/31/2020,Full-Time,Artifex Design 3D,,,,,,,
285,2021,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/18/2021,Full-Time,Asco Power Technologies,,,,,,,
286,2021,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,5/18/2021,Full-Time,ASG,,,,,,,
287,2021,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,12/31/2020,Full-Time,ASGCO Complete Conveyor Solutions,,,,,,,
288,2021,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2020,Full-Time,Aspire Technology Partners,,,,,,,
289,2021,Ying Wu College of Computing,Computer Science,Master,5/18/2021,Full-Time,Associated Bank,,,,,,,
290,2021,Newark College of Engineering,Industrial Engineering,Doctorate,8/31/2020,Full-Time,Assured Guaranty,,,,,,,
291,2021,College of Science and Liberal Arts,Chemistry,Doctorate,12/31/2020,Full-Time,Astrazeneca,,,,,,,
292,2021,Newark College of Engineering,Civil Engineering,Bachelor,5/18/2021,Full-Time,Atlantic Engineering Labs Inc.,,,,,,,
293,2021,Newark College of Engineering,Electrical Engineering,Bachelor,5/18/2021,Full-Time,Atlantic Engineering Labs Inc.,,,,,,,
294,2021,Martin Tuchman School of Management,Master of Business Administration,Master,8/31/2020,Full-Time,Atlantic Engineering Labs Inc.,,,,,,,
295,2021,College of Science and Liberal Arts,Biology,Bachelor,12/31/2020,Full-Time,Atlantic Eye Physicians,USA,Buffalo,NY,,D'Youville University,,
296,2021,Ying Wu College of Computing,Computer Science,Bachelor,8/31/2020,Full-Time,Atlantic Health System,,,,,,,
297,2021,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2020,Full-Time,Atlantic Health System,,,,,,,
298,2021,Newark College of Engineering,Civil Engineering,Master,5/18/2021,Full-Time,"Atlantic Traffic & Design Engineering, LLC",,,,,,,
299,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,5/18/2021,Full-Time,Autopak Engineering Corporation,,,,,,,
300,2021,Ying Wu College of Computing,Information Technology,Bachelor,8/31/2020,Full-Time,Avanade,,,,,,,
301,2021,Newark College of Engineering,Chemical Engineering,Bachelor,12/31/2020,Full-Time,Avantor,,,,,,,
302,2021,Newark College of Engineering,Computer Engineering,Bachelor,5/18/2021,Full-Time,"Avatar Tech, LLC",,,,,,,
303,2021,Newark College of Engineering,Electrical Engineering,Bachelor,5/18/2021,Full-Time,"Avionic Instruments, LLC",,,,,,,
304,2021,Newark College of Engineering,Chemical Engineering,Bachelor,12/31/2020,Full-Time,Axtria - Ingenious Insights,,,,,,,
305,2021,Martin Tuchman School of Management,Master of Business Administration,Master,8/31/2020,Full-Time,Azenta Life Sciences,,,,,,,
306,2021,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/18/2021,Full-Time,B&W Tek,,,,,,,
307,2021,Newark College of Engineering,Civil Engineering,Master,5/18/2021,Full-Time,Balfour Beatty US,,,,,,,
308,2021,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/18/2021,Full-Time,Baltimore Gas & Electric,,,,,,,
309,2021,Ying Wu College of Computing,Information Technology,Bachelor,5/18/2021,Full-Time,Bank of America,,,,,,,
310,2021,Ying Wu College of Computing,Information Technology,Bachelor,5/18/2021,Full-Time,Bank Of America,,,,,,,
311,2021,Ying Wu College of Computing,Computer Science,Master,5/18/2021,Full-Time,Bank Of America,,,,,,,
312,2021,Newark College of Engineering,Computer Technology,Bachelor,8/31/2020,Full-Time,Barcelona Wine Bar,,,,,,,
313,2021,Ying Wu College of Computing,Computer Science,Bachelor,5/18/2021,Full-Time,Barclays,,,,,,,
314,2021,Ying Wu College of Computing,Computer Science,Master,5/18/2021,Full-Time,Barclays,,,,,,,
315,2021,Ying Wu College of Computing,Web and Information Systems,Bachelor,8/31/2020,Full-Time,Barstool Sports,,,,,,,
316,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,5/18/2021,Full-Time,Based Prints,,,,,,,
317,2021,Martin Tuchman School of Management,Master of Business Administration,Master,8/31/2020,Full-Time,BASF,,,,,,,
318,2021,Newark College of Engineering,Industrial Engineering,Bachelor,12/31/2020,Full-Time,"Baublebar, Inc.",,,,,,,
319,2021,Martin Tuchman School of Management,Master of Business Administration,Master,5/18/2021,Full-Time,"Bausch Health Companies, Inc.",,,,115000.00,,,
320,2021,College of Science and Liberal Arts,Biology,Bachelor,5/18/2021,Full-Time,"Bayfront Medical Associates, LLC",,,,,Don't know yet,Health/Medicine,"Medical degree (M.D., DDS, etc.)"
321,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2020,Full-Time,BD,,,,,,,
322,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,5/18/2021,Full-Time,BD,,,,,,,
323,2021,Ying Wu College of Computing,Information Technology,Bachelor,5/18/2021,Full-Time,BD,,,,,,,
324,2021,Martin Tuchman School of Management,Master of Business Administration,Master,12/31/2020,Full-Time,BD,,,,,,,
325,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,5/18/2021,Full-Time,BD,,,,,,,
326,2021,Newark College of Engineering,Biomedical Engineering,Bachelor,8/31/2020,Full-Time,BD,,,,,,,
327,2021,Newark College of Engineering,Biomedical Engineering,Bachelor,5/18/2021,Full-Time,BD,,,,,,,
328,2021,Newark College of Engineering,Biomedical Engineering,Bachelor,5/18/2021,Full-Time,BD,,,,,,,
329,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2020,Full-Time,BD,,,,,,,
330,2021,Newark College of Engineering,Electrical Engineering,Master,5/18/2021,Full-Time,Bechtel Power Corporation,,,,,,,
331,2021,Newark College of Engineering,Computer Engineering,Doctorate,8/31/2020,Full-Time,Beihang University,,,,,,,
332,2021,Newark College of Engineering,Computer Engineering,Bachelor,12/31/2020,Full-Time,Benchmark Analytics,,,,,,,
333,2021,Newark College of Engineering,Chemical Engineering,Bachelor,5/18/2021,Full-Time,Bentley Labs,,,,,,,
334,2021,Martin Tuchman School of Management,Business,Bachelor,5/18/2021,Full-Time,Bentley Labs,,,,,,,
335,2021,Newark College of Engineering,Transportation,Doctorate,12/31/2020,Full-Time,Bentley Systems,,,,,,,
336,2021,Newark College of Engineering,Civil Engineering,Bachelor,5/18/2021,Full-Time,Bergen Community College,,,,,,,
337,2021,College of Science and Liberal Arts,Forensic Science,Bachelor,5/18/2021,Full-Time,Bergen County Medical Examiner's Office,,,,,,,
338,2021,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2020,Full-Time,Bergen County Prosecutor's Office (bcponj),,,,,,,
339,2021,Newark College of Engineering,Computer Engineering,Bachelor,12/31/2020,Full-Time,Bergen Precision Glass Inc,,,,,,,
340,2021,Ying Wu College of Computing,Information Technology,Bachelor,5/18/2021,Full-Time,Bestbet Computer,,,,,,,
341,2021,Newark College of Engineering,Engineering Management,Master,5/18/2021,Full-Time,Bestmark National,,,,,,,
342,2021,College of Science and Liberal Arts,Biology,Bachelor,5/18/2021,Full-Time,Beth El Congregation,,,,,,,
343,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2020,Full-Time,Beumer Group,,,,,,,
344,2021,Hillier College of Architecture and Design,Architecture,Bachelor,5/18/2021,Full-Time,Big - Bjarke Ingels Group,,,,,,,
345,2021,Hillier College of Architecture and Design,Architecture,Bachelor,12/31/2020,Full-Time,Big - Bjarke Ingels Group,,,,,,,
346,2021,Newark College of Engineering,Biomedical Engineering,Bachelor,5/18/2021,Full-Time,Bioclinica,,,,,,,
347,2021,Newark College of Engineering,Chemical Engineering,Doctorate,12/31/2020,Full-Time,Biogen,,,,,,,
348,2021,Newark College of Engineering,Chemical Engineering,Bachelor,5/18/2021,Full-Time,Biohitech Global,,,,,,,
349,2021,Newark College of Engineering,Chemical Engineering,Master,12/31/2020,Full-Time,Bionex Pharmaceuticals Llc,,,,,,,
350,2021,Ying Wu College of Computing,Information Technology,Bachelor,5/18/2021,Full-Time,Bits Bytes Code,,,,,,,
351,2021,Martin Tuchman School of Management,Business,Bachelor,12/31/2020,Full-Time,Black Box,,,,,,,
352,2021,Ying Wu College of Computing,Information Technology,Bachelor,5/18/2021,Full-Time,Black Rocket Productions,,,,,,,
353,2021,Ying Wu College of Computing,Data Science,Master,5/18/2021,Full-Time,Blackrock,,,,114400.00,,,
354,2021,Newark College of Engineering,Civil Engineering,Master,12/31/2020,Full-Time,"Bliss & Nyitray, Inc.",,,,,,,
355,2021,Newark College of Engineering,Biomedical Engineering,Bachelor,5/18/2021,Full-Time,Bloom Health Partners,,,,,,,
356,2021,Ying Wu College of Computing,Computer Science,Bachelor,5/18/2021,Full-Time,Bloomberg Lp,,,,,,,
357,2021,Martin Tuchman School of Management,Management,Master,5/18/2021,Full-Time,Bloomberg Lp,,,,,,,
358,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,12/31/2020,Full-Time,"BMW Of North America, LLC",,,,,,,
359,2021,Ying Wu College of Computing,Data Science,Master,12/31/2020,Full-Time,BNY Mellon,,,,,,,
360,2021,Martin Tuchman School of Management,Business,Bachelor,8/31/2020,Full-Time,BNY Mellon,,,,,,,
361,2021,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2020,Full-Time,BNY Mellon,,,,,,,
362,2021,Newark College of Engineering,Mechanical Engineering,Bachelor,5/18/2021,Full-Time,Boeing,,,,,,,
363,2021,Newark College of Engineering,Civil Engineering,Master,5/18/2021,Full-Time,Boeing,,,,,,,
364,2021,Newark College of Engineering,Civil Engineering,Bachelor,5/18/2021,Full-Time,Bohler,,,,,,,
365,2021,Newark College of Engineering,Biomedical Engineering,Bachelor,5/18/2021,Full-Time,"B-one Ortho, Corp.",,,,,,,
366,2021,Newark College of Engineering,Electrical Engineering,Bachelor,5/18/2021,Full-Time,Bonnie Brae,,,,,,,
367,2021,College of Science and Liberal Arts,Mathematical Sciences,Bachelor,5/18/2021,Full-Time,Boom Sports,,,,,,,
368,2021,Newark College of Engineering,Engineering Management,Master,5/18/2021,Full-Time,Bormioli Luigi,,,,,,,
369,2021,Newark College of Engineering,Engineering Management,Master,5/18/2021,Full-Time,BPS Suisse,,,,,,,
370,2021,Newark College of Engineering,Civil Engineering,Master,5/18/2021,Full-Time,"Bqe Industries, Inc",,,,,,,
371,2021,Newark College of Engineering,Biomedical Engineering,Master,5/18/2021,Full-Time,Brain Connectivity Lab At NJIT,,,,,Sackler School of Medicine,,
372,2021,Hillier College of Architecture and Design,Architecture,Bachelor,8/31/2020,Full-Time,Brick City Reconstruction,,,,,,,
373,2021,Newark College of Engineering,Biomedical Engineering,Doctorate,8/31/2020,Full-Time,Brigham And Women's Hospital,,,,,,,
374,2021,Newark College of Engineering,Occupational Safety and Health Engineering,Master,5/18/2021,Full-Time,Bristol Myers Squibb,,,,,,,
375,2021,College of Science and Liberal Arts,Mathematical Sciences,Doctorate,5/18/2021,Full-Time,Bristol Myers Squibb,,,,,,,
376,2021,College of Science and Liberal Arts,Mathematical Sciences,Bachelor,12/31/2020,Full-Time,Bristol Myers Squibb,,,,,,,
377,2021,College of Science and Liberal Arts,Applied Statistics,Master,5/18/2021,Full-Time,Bristol Myers Squibb,,,,,,,
378,2021,Newark College of Engineering,Chemical Engineering,Bachelor,12/31/2020,Full-Time,Bristol Myers Squibb,,,,,,,
379,2021,Newark College of Engineering,Chemical Engineering,Bachelor,12/31/2020,Full-Time,Bristol Myers Squibb,,,,,,,
380,2021,Newark College of Engineering,Biomedical Engineering,Master,12/31/2020,Full-Time,Bristol Myers Squibb,,,,,,,
381,2021,Newark College of Engineering,Chemical Engineering,Bachelor,12/31/2020,Full-Time,Bristol Myers Squibb,,,,,,,
382,2021,Newark College of Engineering,Biomedical Engineering,Bachelor,12/31/2020,Full-Time,Bristol Myers Squibb,,,,,,,
383,2021,Newark College of Engineering,Biomedical Engineering,Master,12/31/2020,Full-Time,BRIUS,,,,,,,
384,2021,Ying Wu College of Computing,Data Science,Master,12/31/2020,Full-Time,Broadridge,,,,,,,
